time_s,L1_heel,L2_lateral_forefoot,L3_medial_forefoot,R1_heel,R2_lateral_forefoot,R3_medial_forefoot,L_ax,L_ay,L_az,L_gx,L_gy,L_gz,R_ax,R_ay,R_az,R_gx,R_gy,R_gz
4.85,6.73,2.018,1.833,0.0,0.0,0.19,0.0207,0.0685,0.9928,-29.04,0.42,2.5,0.3985,-0.0127,0.9227,7.92,-0.14,-187.23
4.86,6.517,1.91,1.662,0.0,0.0,0.38,0.0284,0.0468,0.9928,-28.97,-1.22,-0.23,0.353,-0.0121,0.9239,8.42,0.29,-198.98
4.87,6.288,1.798,1.487,0.0,0.0,0.569,0.0241,0.0482,1.0122,-30.66,1.36,-1.41,0.3297,-0.0151,0.932,7.86,1.35,-208.96
4.88,6.046,1.682,1.308,0.0,0.0,0.757,0.0518,0.0436,0.9947,-30.41,-0.61,0.4,0.2863,-0.0129,0.9651,8.68,-0.01,-219.81
4.89,5.79,1.561,1.127,0.0,0.0,0.943,0.0437,0.0326,1.0026,-32.65,0.91,1.32,0.2491,-0.0132,0.983,11.63,0.94,-226.32
4.9,5.521,1.438,0.943,0.0,0.071,1.127,0.0348,0.0354,1.0004,-33.96,1.57,0.11,0.216,-0.0119,0.9729,10.6,0.7,-231.98
4.91,5.239,1.311,0.757,0.0,0.214,1.308,0.0497,0.019,0.9778,-31.94,0.46,-0.91,0.1653,-0.0018,0.9738,10.93,0.12,-240.26
4.92,4.945,1.181,0.569,0.0,0.356,1.487,0.0357,0.0266,1.0069,-33.87,-1.5,0.96,0.1444,-0.0147,0.967,11.3,-1.09,-242.18
4.93,4.64,1.048,0.38,0.0,0.497,1.662,0.0263,-0.0015,1.0015,-33.81,-0.92,0.66,0.0852,-0.0143,0.9864,12.04,-1.43,-247.7
4.94,4.325,0.913,0.19,0.0,0.638,1.833,0.0501,0.0072,1.0045,-32.96,1.32,-1.03,0.0497,-0.013,0.9979,8.49,0.11,-249.9
4.95,4.0,0.776,0.0,0.0,0.776,2.0,0.0403,0.0194,1.0387,-35.29,-0.17,0.38,0.0146,0.0205,1.016,21.03,-0.54,-24.55
4.96,3.666,0.638,0.0,0.381,0.913,2.163,0.0245,-0.016,0.9785,-33.6,0.08,1.0,0.0452,0.0113,1.0061,33.39,0.92,100.72
4.97,3.323,0.497,0.0,0.76,1.048,2.32,0.033,-0.0187,1.0166,-34.62,0.76,1.18,0.0208,0.015,1.0024,33.56,0.75,0.91
4.98,2.973,0.356,0.0,1.139,1.181,2.473,0.0261,-0.0127,0.9964,-33.88,0.7,-0.07,0.0393,0.0073,0.9952,33.45,-0.18,-0.96
4.99,2.617,0.214,0.0,1.514,1.311,2.619,0.0211,-0.0219,1.002,-33.29,0.28,-0.36,0.0434,0.0299,0.9933,32.92,-1.16,0.43
5.0,2.254,0.071,0.0,1.886,1.438,2.76,0.0442,-0.026,0.9985,-34.37,-0.21,1.23,0.0438,0.0283,1.013,33.09,0.51,-0.69
5.01,1.886,0.0,0.0,2.254,1.561,2.895,0.054,-0.0303,0.9945,-33.04,-0.31,-1.21,0.0238,0.0373,1.0008,32.3,-1.02,-1.49
5.02,1.514,0.0,0.0,2.617,1.682,3.023,0.0209,-0.0344,0.9929,-30.2,0.86,0.44,0.0283,0.031,0.9775,30.83,-0.76,-0.93
5.03,1.139,0.0,0.0,2.973,1.798,3.144,0.0405,-0.0351,1.0016,-29.85,0.55,-1.37,0.0448,0.0478,0.9916,28.56,-0.98,-0.75
5.04,0.76,0.0,0.0,3.323,1.91,3.258,0.0284,-0.0474,0.9829,-29.89,-0.26,1.07,0.0273,0.0472,0.9895,28.83,-0.14,0.52
5.05,0.381,0.0,0.0,3.666,2.018,3.365,0.03,-0.059,1.0053,-28.57,1.08,-0.26,0.0319,0.0489,0.9923,28.27,1.17,1.15
5.06,0.0,0.0,0.0,4.0,2.121,3.464,0.029,-0.0548,0.9933,104.93,-0.13,26.11,0.0507,0.0689,1.0031,27.46,-0.01,-1.47
5.07,0.0,0.0,0.0,4.325,2.22,3.555,0.0349,-0.0009,0.9876,116.84,-0.85,149.54,0.0344,0.0509,0.9961,25.39,-0.44,0.35
5.08,0.0,0.0,0.0,4.64,2.313,3.639,0.0873,-0.0226,0.9915,-7.77,-0.76,245.92,0.0276,0.0764,0.9961,24.74,-1.53,-1.18
5.09,0.0,0.0,0.0,4.945,2.402,3.713,0.1212,-0.0323,1.0039,-6.93,-0.98,245.41,0.0261,0.0819,1.0097,22.74,0.55,0.63
5.1,0.0,0.0,0.0,5.239,2.484,3.78,0.174,-0.0127,0.9796,-5.58,-0.27,241.12,0.0382,0.0703,0.9893,22.31,-0.78,-0.62
5.11,0.0,0.0,0.0,5.521,2.562,3.838,0.2114,-0.0261,0.9806,-7.05,1.23,234.83,0.0216,0.0746,1.0146,19.84,0.12,-1.05
5.12,0.0,0.0,0.0,5.79,2.633,3.887,0.2487,-0.0477,0.9603,-4.24,-0.81,226.36,0.0324,0.0841,0.9889,18.49,-0.35,0.8
5.13,0.0,0.0,0.0,6.046,2.698,3.928,0.2795,-0.0184,0.9647,-6.84,0.19,218.84,0.0382,0.0924,0.9963,16.38,0.84,-0.59
5.14,0.0,0.0,0.0,6.288,2.758,3.959,0.3185,-0.0331,0.9524,-3.17,-0.66,210.2,0.0479,0.091,0.9923,15.83,-0.16,-0.32
5.15,0.0,0.0,0.0,6.517,2.811,3.982,0.3655,-0.0295,0.9518,-4.64,-0.26,199.18,0.0416,0.0994,0.9961,13.36,-0.06,-2.22
5.16,0.0,0.0,0.0,6.73,2.858,3.995,0.3945,-0.026,0.9189,-3.97,-1.51,190.39,0.0278,0.1151,0.9991,13.33,0.49,0.95
5.17,0.0,0.0,0.0,6.928,2.898,4.0,0.4089,-0.028,0.9144,-5.07,-0.22,176.7,0.0467,0.0944,0.9988,10.99,2.11,0.82
5.18,0.0,0.0,0.0,7.111,2.931,3.995,0.4464,-0.0233,0.8959,-3.07,-0.19,160.81,0.0319,0.084,0.9867,8.64,0.89,0.01
5.19,0.0,0.0,0.0,7.277,2.958,3.982,0.4773,-0.0351,0.8953,-3.08,0.54,149.97,0.0225,0.1107,0.9829,6.0,-0.09,-1.53
5.2,0.0,0.0,0.0,7.427,2.979,3.959,0.4749,-0.026,0.8632,-2.07,0.22,134.64,0.0332,0.1203,1.0191,5.26,0.0,1.21
5.21,0.0,0.0,0.0,7.56,2.992,3.928,0.5163,-0.0339,0.8667,-1.02,-1.2,119.59,0.0493,0.1081,0.9891,3.62,-0.52,-0.67
5.22,0.0,0.0,0.0,7.676,2.999,3.887,0.5209,-0.024,0.8472,0.66,1.08,103.36,0.0366,0.0936,1.0009,1.12,-0.95,-0.45
5.23,0.0,0.0,0.0,7.774,2.999,3.838,0.5473,-0.0252,0.8396,0.5,0.21,88.06,0.035,0.1032,0.9778,0.63,-0.55,2.31
5.24,0.0,0.0,0.0,7.855,2.992,3.78,0.5455,-0.0406,0.8336,1.19,0.2,71.46,0.0513,0.093,0.9912,-2.47,-0.77,-0.7
5.25,0.0,0.0,0.0,7.919,2.979,3.713,0.544,-0.0202,0.8292,0.37,-0.01,53.36,0.0206,0.1099,0.9928,-3.96,0.65,0.74
5.26,0.0,0.0,0.0,7.964,2.958,3.639,0.5522,-0.0361,0.8212,1.16,-0.52,35.19,0.022,0.0889,0.9989,-6.67,-1.07,0.56
5.27,0.0,0.0,0.0,7.991,2.931,3.555,0.5728,-0.0223,0.8218,4.41,0.22,17.77,0.0187,0.0981,0.967,-8.03,1.33,0.39
5.28,0.0,0.0,0.0,8.0,2.898,3.464,0.5762,-0.0262,0.8346,2.44,0.48,0.02,0.0386,0.0894,0.9961,-11.38,0.75,0.28
5.29,0.0,0.0,0.0,7.991,2.858,3.365,0.5633,-0.0109,0.8295,5.38,-1.75,-18.61,0.0366,0.0987,0.9831,-12.89,0.02,0.38
5.3,0.0,0.0,0.0,7.964,2.811,3.258,0.5749,-0.0308,0.8311,4.03,-0.54,-34.96,0.0503,0.0914,0.9981,-13.88,0.0,0.27
5.31,0.0,0.0,0.0,7.919,2.758,3.144,0.5455,-0.0313,0.8222,4.8,-0.25,-52.61,0.0373,0.0943,0.9847,-15.64,-0.56,-0.05
5.32,0.0,0.0,0.0,7.855,2.698,3.023,0.5525,-0.0271,0.8239,6.38,0.26,-68.8,0.0309,0.0898,0.9868,-17.18,0.27,1.51
5.33,0.0,0.0,0.0,7.774,2.633,2.895,0.5295,-0.029,0.8499,7.07,1.19,-86.0,0.0349,0.0765,0.9929,-18.23,1.09,-1.31
5.34,0.0,0.0,0.0,7.676,2.562,2.76,0.521,-0.0169,0.858,6.16,-0.77,-104.41,0.0361,0.0891,0.9854,-22.34,-0.7,1.02
5.35,0.0,0.0,0.0,7.56,2.484,2.619,0.5113,-0.0399,0.8742,6.34,-0.5,-118.84,0.0182,0.0786,0.9915,-23.41,-1.53,0.82
5.36,0.0,0.0,0.0,7.427,2.402,2.473,0.483,-0.0331,0.8646,7.11,-0.51,-135.94,0.062,0.0651,0.9846,-23.64,0.7,0.7
5.37,0.0,0.0,0.0,7.277,2.313,2.32,0.4659,-0.0319,0.8803,7.91,-0.8,-148.94,0.0401,0.0932,0.9786,-25.96,0.32,1.12
5.38,0.0,0.0,0.0,7.111,2.22,2.163,0.4555,-0.0104,0.8787,8.85,-0.35,-164.03,0.037,0.071,1.0074,-23.14,-1.12,-0.09
5.39,0.0,0.0,0.0,6.928,2.121,2.0,0.4129,-0.0014,0.9041,8.32,0.77,-177.58,0.0411,0.06,0.9845,-27.2,-0.73,-1.87
5.4,0.0,0.0,0.19,6.73,2.018,1.833,0.3978,-0.018,0.9309,9.26,-1.05,-188.42,0.042,0.0707,0.996,-28.89,-0.86,-0.07
5.41,0.0,0.0,0.38,6.517,1.91,1.662,0.3467,-0.0171,0.929,10.59,0.43,-202.56,0.0335,0.0699,1.0056,-30.34,-0.72,-0.99
5.42,0.0,0.0,0.569,6.288,1.798,1.487,0.3296,-0.0132,0.9523,9.6,-1.7,-211.8,0.0286,0.0447,0.9922,-31.22,-0.32,-0.73
5.43,0.0,0.0,0.757,6.046,1.682,1.308,0.303,-0.0006,0.9555,9.78,-0.56,-219.32,0.0409,0.0442,0.9903,-31.52,-0.27,-1.24
5.44,0.0,0.0,0.943,5.79,1.561,1.127,0.2263,-0.0198,0.9712,8.16,-0.33,-227.04,0.0388,0.0253,1.001,-32.15,-0.65,-0.48
5.45,0.0,0.071,1.127,5.521,1.438,0.943,0.2039,-0.0065,0.9658,7.23,1.67,-234.31,0.0268,0.028,1.0101,-33.32,-0.76,-0.6
5.46,0.0,0.214,1.308,5.239,1.311,0.757,0.177,0.0026,0.9861,10.4,-0.27,-241.15,0.0491,0.0217,0.9874,-33.64,-0.23,-2.38
5.47,0.0,0.356,1.487,4.945,1.181,0.569,0.1275,-0.0003,0.9617,10.03,-2.2,-244.8,0.0378,0.0197,0.9977,-32.41,0.17,0.7
5.48,0.0,0.497,1.662,4.64,1.048,0.38,0.0905,-0.0017,0.9943,9.69,-2.0,-246.75,0.0422,0.0153,0.982,-32.65,-0.32,2.22
5.49,0.0,0.638,1.833,4.325,0.913,0.19,0.0375,0.0082,0.9827,10.5,0.03,-248.47,0.0488,0.0116,0.9954,-33.95,1.16,0.61
5.5,0.0,0.776,2.0,4.0,0.776,0.0,0.0009,-0.027,1.0121,22.2,0.61,-24.86,0.0351,0.0024,0.9997,-35.59,0.51,-0.2
5.51,0.381,0.913,2.163,3.666,0.638,0.0,0.0333,0.0128,1.0071,35.33,0.38,101.16,0.0381,-0.0181,0.9908,-33.66,-1.59,-0.05
5.52,0.76,1.048,2.32,3.323,0.497,0.0,0.0466,0.0054,1.004,34.12,0.17,0.4,0.043,-0.0213,0.9947,-32.48,0.52,-0.42
5.53,1.139,1.181,2.473,2.973,0.356,0.0,0.0374,-0.0005,1.0144,33.0,1.16,-0.75,0.0277,-0.0233,0.9851,-32.38,0.61,0.09
5.54,1.514,1.311,2.619,2.617,0.214,0.0,0.0383,0.0288,0.9896,34.35,-0.54,-0.28,0.0354,-0.0265,0.9999,-32.63,-0.43,-0.04
5.55,1.886,1.438,2.76,2.254,0.071,0.0,0.0308,0.0432,1.0164,32.65,0.89,-1.4,0.0362,-0.019,1.0095,-31.44,-1.5,-0.84
5.56,2.254,1.561,2.895,1.886,0.0,0.0,0.03,0.0338,1.0081,32.79,-1.63,-0.11,0.0253,-0.0468,0.9878,-32.21,0.01,1.68
5.57,2.617,1.682,3.023,1.514,0.0,0.0,0.0306,0.0503,0.9962,31.07,-0.9,1.11,0.0581,-0.0443,0.9923,-30.92,-0.01,-1.49
5.58,2.973,1.798,3.144,1.139,0.0,0.0,0.0388,0.0623,1.0097,30.09,-1.81,0.69,0.0208,-0.0367,1.0033,-31.42,-1.12,0.72
5.59,3.323,1.91,3.258,0.76,0.0,0.0,0.0307,0.0646,0.987,29.91,-0.27,1.4,0.0219,-0.0545,1.0102,-29.53,-1.45,-0.1
5.6,3.666,2.018,3.365,0.381,0.0,0.0,0.0378,0.073,0.9895,28.83,-0.05,-0.3,0.048,-0.052,0.9829,-27.49,-0.09,1.9
5.61,4.0,2.121,3.464,0.0,0.0,0.0,0.0557,0.0689,0.9914,28.19,0.11,1.35,0.042,-0.0629,0.9958,104.63,-0.23,25.18
5.62,4.325,2.22,3.555,0.0,0.0,0.0,0.0436,0.067,0.9919,26.25,0.06,-0.19,0.0333,-0.0173,1.0017,114.62,-0.42,148.69
5.63,4.64,2.313,3.639,0.0,0.0,0.0,0.0316,0.0547,0.9863,23.4,-0.93,1.47,0.0929,-0.0235,0.995,-7.47,-0.08,246.9
5.64,4.945,2.402,3.713,0.0,0.0,0.0,0.0469,0.0726,1.0088,23.44,-0.19,-0.02,0.1442,-0.0159,0.9666,-7.39,-1.1,244.02
5.65,5.239,2.484,3.78,0.0,0.0,0.0,0.0308,0.0706,0.9937,23.22,-1.5,0.71,0.1709,-0.0392,0.99,-6.08,-0.43,238.43
5.66,5.521,2.562,3.838,0.0,0.0,0.0,0.0145,0.1045,0.9995,20.62,1.36,1.48,0.2378,-0.0285,0.9922,-6.73,0.53,233.18
5.67,5.79,2.633,3.887,0.0,0.0,0.0,0.0248,0.0846,0.99,19.09,-0.3,-0.19,0.2338,-0.023,0.9688,-4.08,-0.35,225.34
5.68,6.046,2.698,3.928,0.0,0.0,0.0,0.0162,0.0908,0.9772,18.67,-0.49,0.22,0.2955,-0.0216,0.9468,-6.6,-1.67,218.22
5.69,6.288,2.758,3.959,0.0,0.0,0.0,0.0314,0.098,0.9978,15.27,1.59,1.29,0.336,-0.0129,0.9405,-3.54,-0.47,210.14
5.7,6.517,2.811,3.982,0.0,0.0,0.0,0.0351,0.0955,0.9757,12.69,-1.24,-0.13,0.3669,-0.0325,0.9511,-5.03,-1.07,200.19
5.71,6.73,2.858,3.995,0.0,0.0,0.0,0.0517,0.1144,0.9939,12.27,-1.13,-1.32,0.3874,-0.0145,0.9298,-5.52,0.27,186.72
5.72,6.928,2.898,4.0,0.0,0.0,0.0,0.0382,0.0932,0.9808,10.1,-1.1,2.14,0.4157,-0.0365,0.9141,-2.94,0.32,176.42
5.73,7.111,2.931,3.995,0.0,0.0,0.0,0.0327,0.1031,1.0141,7.74,-0.07,-0.47,0.4499,-0.0171,0.8985,-2.87,-1.66,164.07
5.74,7.277,2.958,3.982,0.0,0.0,0.0,0.0432,0.095,1.0032,6.63,0.43,0.16,0.4779,-0.0226,0.8758,-3.15,0.76,149.47
5.75,7.427,2.979,3.959,0.0,0.0,0.0,0.0128,0.0903,0.9951,5.37,0.74,1.16,0.4976,-0.0402,0.8684,-3.14,-1.11,134.36
5.76,7.56,2.992,3.928,0.0,0.0,0.0,0.0373,0.098,1.0066,2.92,2.57,-0.61,0.5212,-0.0282,0.8585,-0.89,1.56,119.25
5.77,7.676,2.999,3.887,0.0,0.0,0.0,0.0426,0.1041,0.9855,1.29,-2.25,-1.01,0.5173,-0.0319,0.8546,0.68,-0.05,103.18
5.78,7.774,2.999,3.838,0.0,0.0,0.0,0.0201,0.1002,0.9994,0.84,0.61,0.25,0.5393,-0.0251,0.8553,0.88,-1.25,86.62
5.79,7.855,2.992,3.78,0.0,0.0,0.0,0.0463,0.0972,0.996,-3.27,-0.56,-1.79,0.5437,-0.0335,0.8439,0.94,-1.14,70.52
5.8,7.919,2.979,3.713,0.0,0.0,0.0,0.0383,0.0894,0.9967,-4.6,-0.59,-0.29,0.5582,-0.0342,0.8125,1.94,0.35,55.38
5.81,7.964,2.958,3.639,0.0,0.0,0.0,0.0307,0.1016,1.0069,-7.31,-0.62,0.25,0.5786,-0.0171,0.8246,2.01,-0.39,34.79
5.82,7.991,2.931,3.555,0.0,0.0,0.0,0.0412,0.0861,1.0016,-9.55,-0.91,-0.27,0.5734,-0.0314,0.827,1.18,-0.1,17.49
5.83,8.0,2.898,3.464,0.0,0.0,0.0,0.0576,0.107,0.9973,-11.17,1.68,-1.54,0.5996,-0.0216,0.825,1.75,1.61,-0.05
5.84,7.991,2.858,3.365,0.0,0.0,0.0,0.0367,0.0983,0.9781,-12.91,0.84,1.59,0.5742,-0.0315,0.8134,3.53,-0.7,-18.5
5.85,7.964,2.811,3.258,0.0,0.0,0.0,0.0374,0.0805,0.9853,-13.87,0.02,0.1,0.5691,-0.0119,0.8515,4.11,0.06,-34.44
5.86,7.919,2.758,3.144,0.0,0.0,0.0,0.0303,0.0894,0.9939,-13.64,1.35,1.43,0.5631,-0.0346,0.814,5.65,1.42,-55.45
5.87,7.855,2.698,3.023,0.0,0.0,0.0,0.0264,0.082,0.9963,-18.4,-1.51,-0.26,0.5468,-0.033,0.822,6.06,0.27,-70.88
5.88,7.774,2.633,2.895,0.0,0.0,0.0,0.0432,0.0895,0.9844,-19.75,-1.33,-0.88,0.541,-0.0107,0.8427,6.41,-1.61,-86.44
5.89,7.676,2.562,2.76,0.0,0.0,0.0,0.0263,0.0962,1.0201,-20.98,-2.18,0.27,0.5388,-0.0293,0.8705,5.99,0.51,-104.02
5.9,7.56,2.484,2.619,0.0,0.0,0.0,0.0356,0.0603,1.0114,-22.04,-0.7,-0.22,0.512,-0.0077,0.8511,5.35,-1.16,-120.48
5.91,7.427,2.402,2.473,0.0,0.0,0.0,0.0301,0.0762,1.0026,-23.61,0.16,-1.18,0.4836,-0.0136,0.868,7.57,1.41,-134.55
5.92,7.277,2.313,2.32,0.0,0.0,0.0,0.0397,0.0691,0.9976,-23.95,0.1,1.47,0.4605,-0.0228,0.8934,8.1,-0.82,-148.73
5.93,7.111,2.22,2.163,0.0,0.0,0.0,0.0382,0.073,0.9951,-28.94,0.15,-0.62,0.4409,-0.038,0.895,5.57,2.97,-163.3
5.94,6.928,2.121,2.0,0.0,0.0,0.0,0.0453,0.0636,0.988,-30.1,-1.41,-1.84,0.4194,-0.0187,0.9047,7.48,1.47,-177.36
5.95,6.73,2.018,1.833,0.0,0.0,0.19,0.0298,0.0491,0.9986,-29.31,0.8,1.33,0.4014,-0.016,0.9266,7.95,-0.8,-188.24
5.96,6.517,1.91,1.662,0.0,0.0,0.38,0.0322,0.0483,1.0006,-28.73,0.24,-0.5,0.3446,-0.0038,0.9364,9.07,0.02,-200.29
5.97,6.288,1.798,1.487,0.0,0.0,0.569,0.0251,0.0382,0.9859,-32.3,0.73,-0.61,0.3211,0.002,0.9562,8.42,0.75,-209.31
5.98,6.046,1.682,1.308,0.0,0.0,0.757,0.0305,0.0515,1.0019,-34.56,-1.89,-1.77,0.29,-0.0191,0.9703,9.43,0.78,-217.66
5.99,5.79,1.561,1.127,0.0,0.0,0.943,0.0387,0.0354,0.9972,-31.69,0.31,1.74,0.2327,-0.0025,0.971,9.47,0.44,-229.73
6.0,5.521,1.438,0.943,0.0,0.071,1.127,0.0425,0.0485,0.9799,-32.62,-1.19,-1.29,0.2035,-0.0012,0.9802,9.7,1.25,-233.83
6.01,5.239,1.311,0.757,0.0,0.214,1.308,0.0257,0.0231,0.9905,-34.45,-0.4,0.06,0.1645,0.0036,0.9873,9.29,-0.12,-241.31
6.02,4.945,1.181,0.569,0.0,0.356,1.487,0.0436,0.0108,0.9951,-34.74,0.53,0.91,0.1215,-0.0004,0.9965,9.49,-0.37,-241.54
6.03,4.64,1.048,0.38,0.0,0.497,1.662,0.0485,-0.0032,1.0182,-35.0,0.09,0.42,0.0887,-0.023,0.9968,9.13,-0.35,-247.61
6.04,4.325,0.913,0.19,0.0,0.638,1.833,0.039,-0.0121,1.0049,-34.09,-0.85,-0.06,0.042,-0.0033,0.999,10.64,0.86,-248.3
6.05,4.0,0.776,0.0,0.0,0.776,2.0,0.0537,-0.0158,0.986,-34.88,0.01,-1.7,-0.0056,-0.0116,1.012,22.84,0.37,-24.88
6.06,3.666,0.638,0.0,0.381,0.913,2.163,0.0272,-0.0033,1.0042,-33.7,-1.53,-0.81,0.0392,0.004,1.0145,33.43,0.29,99.2
6.07,3.323,0.497,0.0,0.76,1.048,2.32,0.0225,-0.0068,0.9838,-36.88,1.15,0.19,0.0521,0.0217,0.9842,35.55,0.8,-0.92
6.08,2.973,0.356,0.0,1.139,1.181,2.473,0.0171,-0.0337,1.0101,-34.61,-0.21,-0.79,0.0513,0.0209,0.9993,33.44,-2.05,1.59
6.09,2.617,0.214,0.0,1.514,1.311,2.619,0.0499,-0.0148,0.9944,-34.49,1.12,0.2,0.0157,0.0352,0.9922,34.89,0.31,0.96
6.1,2.254,0.071,0.0,1.886,1.438,2.76,0.0414,-0.0343,0.998,-33.12,-0.53,0.68,0.0407,0.0329,0.9958,32.22,0.22,1.94
6.11,1.886,0.0,0.0,2.254,1.561,2.895,0.0343,-0.0337,1.012,-32.8,-0.52,0.96,0.0331,0.0222,1.0028,30.23,1.67,0.06
6.12,1.514,0.0,0.0,2.617,1.682,3.023,0.0377,-0.0246,0.9857,-30.75,-0.76,-1.23,0.0365,0.0155,1.0053,31.95,-1.53,0.29
6.13,1.139,0.0,0.0,2.973,1.798,3.144,0.0236,-0.0372,0.9844,-32.6,0.88,2.2,0.0309,0.0477,0.9972,30.99,1.56,-0.27
6.14,0.76,0.0,0.0,3.323,1.91,3.258,0.0594,-0.0542,0.9922,-29.78,-0.71,0.77,0.0361,0.0493,0.9789,29.86,0.08,-0.29
6.15,0.381,0.0,0.0,3.666,2.018,3.365,0.0362,-0.0655,1.0082,-28.26,0.64,-0.0,0.0364,0.0468,0.9881,28.17,0.49,-1.04
6.16,0.0,0.0,0.0,4.0,2.121,3.464,0.036,-0.083,0.9823,107.08,-0.38,25.93,0.0291,0.0445,1.0065,27.68,1.68,0.08
6.17,0.0,0.0,0.0,4.325,2.22,3.555,0.0508,-0.0271,0.9705,115.0,-1.98,151.42,0.0259,0.0589,0.9698,26.01,0.56,-0.79
6.18,0.0,0.0,0.0,4.64,2.313,3.639,0.0916,-0.0234,0.9915,-7.25,-0.57,245.71,0.0304,0.0688,1.0088,24.93,0.4,0.44
6.19,0.0,0.0,0.0,4.945,2.402,3.713,0.1317,-0.0324,0.9968,-8.97,-1.18,243.76,0.0372,0.0817,1.0018,24.71,0.24,0.17
6.2,0.0,0.0,0.0,5.239,2.484,3.78,0.1633,-0.0251,0.997,-9.12,0.03,237.19,0.0409,0.0809,1.0094,22.62,-0.48,0.29
6.21,0.0,0.0,0.0,5.521,2.562,3.838,0.2166,-0.0241,0.9724,-5.43,-1.19,234.14,0.0434,0.0989,0.994,21.53,-0.03,1.68
6.22,0.0,0.0,0.0,5.79,2.633,3.887,0.2699,-0.0282,0.9635,-5.81,0.93,227.49,0.03,0.076,0.975,19.1,-0.72,-0.04
6.23,0.0,0.0,0.0,6.046,2.698,3.928,0.302,-0.0334,0.9686,-4.13,-0.09,219.11,0.0377,0.0984,0.9997,17.35,-0.04,0.76
6.24,0.0,0.0,0.0,6.288,2.758,3.959,0.3402,-0.0261,0.9269,-6.17,-0.18,209.4,0.0445,0.093,1.0079,14.83,-2.34,2.05
6.25,0.0,0.0,0.0,6.517,2.811,3.982,0.3528,-0.0242,0.9295,-3.75,0.66,197.84,0.0466,0.1021,1.0041,13.86,0.43,1.31
6.26,0.0,0.0,0.0,6.73,2.858,3.995,0.3796,-0.0402,0.9226,-1.86,0.96,189.07,0.0343,0.0931,0.988,9.11,-0.12,1.15
6.27,0.0,0.0,0.0,6.928,2.898,4.0,0.4174,-0.0158,0.9122,-2.76,-0.02,178.01,0.0327,0.1101,0.9953,9.99,-0.34,-0.31
6.28,0.0,0.0,0.0,7.111,2.931,3.995,0.446,-0.0314,0.8898,-2.34,-0.77,162.92,0.0368,0.1041,0.9889,8.63,0.22,0.23
6.29,0.0,0.0,0.0,7.277,2.958,3.982,0.4807,-0.0306,0.8827,-2.03,-1.77,150.07,0.0234,0.0957,0.9859,7.37,-1.43,-1.32
6.3,0.0,0.0,0.0,7.427,2.979,3.959,0.4746,-0.024,0.8455,-3.03,-0.69,133.42,0.033,0.1033,1.0036,4.61,1.93,0.5
6.31,0.0,0.0,0.0,7.56,2.992,3.928,0.5261,-0.029,0.8527,0.48,-0.62,120.12,0.0423,0.1018,0.982,3.28,-0.1,0.27
6.32,0.0,0.0,0.0,7.676,2.999,3.887,0.5259,-0.0219,0.8537,-0.9,0.11,103.33,0.0413,0.1094,0.985,-1.2,-0.15,0.02
6.33,0.0,0.0,0.0,7.774,2.999,3.838,0.5373,-0.0285,0.8304,0.8,-0.35,86.49,0.0322,0.0927,0.9829,-1.03,-0.97,1.03
6.34,0.0,0.0,0.0,7.855,2.992,3.78,0.543,-0.0374,0.8333,-0.68,0.69,69.58,0.0371,0.1039,0.9791,-4.61,0.02,-1.21
6.35,0.0,0.0,0.0,7.919,2.979,3.713,0.5455,-0.0275,0.8311,0.28,-0.61,52.68,0.0267,0.1074,0.9955,-6.08,1.39,1.63
6.36,0.0,0.0,0.0,7.964,2.958,3.639,0.5767,-0.0422,0.8189,3.48,-0.06,35.92,0.0419,0.1028,1.0057,-6.99,1.04,0.9
6.37,0.0,0.0,0.0,7.991,2.931,3.555,0.573,-0.0293,0.8214,2.27,1.18,16.5,0.0341,0.1146,0.9924,-7.43,0.85,-0.07
6.38,0.0,0.0,0.0,8.0,2.898,3.464,0.5607,-0.0302,0.8092,4.63,0.34,-0.4,0.0321,0.1072,0.9794,-10.21,0.55,-0.15
6.39,0.0,0.0,0.0,7.991,2.858,3.365,0.5594,-0.0314,0.8176,3.65,-0.06,-17.85,0.0313,0.0974,1.003,-12.41,-0.36,0.48
6.4,0.0,0.0,0.0,7.964,2.811,3.258,0.5651,-0.0299,0.8285,2.43,-0.6,-36.63,0.0343,0.0973,1.0117,-14.25,-1.45,1.52
6.41,0.0,0.0,0.0,7.919,2.758,3.144,0.5788,-0.0466,0.8283,5.69,-0.63,-51.28,0.0304,0.0954,0.9886,-16.7,-0.2,0.1
6.42,0.0,0.0,0.0,7.855,2.698,3.023,0.5505,-0.0324,0.8269,4.72,-0.85,-71.2,0.0415,0.0936,0.9906,-18.23,-0.24,0.14
6.43,0.0,0.0,0.0,7.774,2.633,2.895,0.5266,-0.025,0.8426,6.5,-0.54,-87.93,0.0309,0.0681,1.0008,-18.91,1.05,0.02
6.44,0.0,0.0,0.0,7.676,2.562,2.76,0.525,-0.0233,0.8564,6.3,0.76,-104.7,0.0508,0.0798,1.0122,-22.3,0.31,1.78
6.45,0.0,0.0,0.0,7.56,2.484,2.619,0.5081,-0.034,0.8389,5.19,-0.22,-117.86,0.0496,0.0642,0.9911,-21.84,1.61,-0.37
6.46,0.0,0.0,0.0,7.427,2.402,2.473,0.4646,-0.0099,0.8822,7.33,-1.35,-134.44,0.026,0.0878,0.9832,-24.26,1.2,-0.03
